path	node	rank
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Cephaloticoccus	Cephaloticoccus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Diplosphaera	Diplosphaera	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Ereboglobus	Ereboglobus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;IMCC26134	IMCC26134	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera	Lacunisphaera	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus	Opitutus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae	Puniceicoccaceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;A714019	A714019	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Cerasicoccus	Cerasicoccus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Coraliomargarita	Coraliomargarita	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas	Lentimonas	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;MB11C04 marine group	MB11C04 marine group	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Pelagicoccus	Pelagicoccus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Puniceicoccus	Puniceicoccus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Verruc-01	Verruc-01	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;uncultured	uncultured	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales	Pedosphaerales	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae	Pedosphaeraceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1	ADurb.Bin063-1	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;ADurb.Bin118	ADurb.Bin118	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;DEV008	DEV008	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;DEV114	DEV114	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516	Ellin516	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin517	Ellin517	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Limisphaera	Limisphaera	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Oikopleura	Oikopleura	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Pedosphaera	Pedosphaera	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;RS25G	RS25G	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SCGC AAA164-E04	SCGC AAA164-E04	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SH3-11	SH3-11	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57 soil group	S-BQ2-57 soil group	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;UA11	UA11	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;uncultured	uncultured	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales	Verrucomicrobiales	order
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae	Akkermansiaceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia	Akkermansia	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007	DEV007	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae	Rubritaleaceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;DBS1	DBS1	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Haloferula	Haloferula	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter	Luteolibacter	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Persicirhabdus	Persicirhabdus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus	Roseibacillus	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea	Rubritalea	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae	Verrucomicrobiaceae	family
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Brevifollis	Brevifollis	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter	Prosthecobacter	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseimicrobium	Roseimicrobium	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;uncultured	uncultured	genus
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium	Verrucomicrobium	genus
Bacteria;WOR-1	WOR-1	phylum
Bacteria;WPS-2	WPS-2	phylum
Bacteria;WS1	WS1	phylum
Bacteria;WS2	WS2	phylum
Bacteria;WS4	WS4	phylum
Bacteria;Zixibacteria	Zixibacteria	phylum
Eukaryota	Eukaryota	domain
Eukaryota;Amorphea	Amorphea	major_clade
Eukaryota;Amorphea;Amoebozoa	Amoebozoa	kingdom
Eukaryota;Amorphea;Amoebozoa;Archamoebae	Archamoebae	phylum
Eukaryota;Amorphea;Amoebozoa;Archamoebae;Entamoebida	Entamoebida	class
Eukaryota;Amorphea;Amoebozoa;Archamoebae;Entamoebida;Entamoeba	Entamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Archamoebae;Incertae Sedis	Incertae Sedis	class
Eukaryota;Amorphea;Amoebozoa;Archamoebae;Incertae Sedis;Rhizomastix	Rhizomastix	genus
Eukaryota;Amorphea;Amoebozoa;Cavosteliida	Cavosteliida	phylum
Eukaryota;Amorphea;Amoebozoa;Cavosteliida;Schizoplasmodiopsis	Schizoplasmodiopsis	genus
Eukaryota;Amorphea;Amoebozoa;Cavosteliida;Tychosporium	Tychosporium	genus
Eukaryota;Amorphea;Amoebozoa;Centrohelida	Centrohelida	phylum
Eukaryota;Amorphea;Amoebozoa;Centrohelida;Acanthocystidae	Acanthocystidae	family
Eukaryota;Amorphea;Amoebozoa;Centrohelida;Acanthocystidae;Choanocystis	Choanocystis	genus
Eukaryota;Amorphea;Amoebozoa;Centrohelida;Acanthocystidae;Pterocystis	Pterocystis	genus
Eukaryota;Amorphea;Amoebozoa;Centrohelida;CV1-B1-93	CV1-B1-93	family
Eukaryota;Amorphea;Amoebozoa;Centrohelida;H1-10	H1-10	family
Eukaryota;Amorphea;Amoebozoa;Centrohelida;H15-6	H15-6	family
Eukaryota;Amorphea;Amoebozoa;Centrohelida;H26-1	H26-1	family
Eukaryota;Amorphea;Amoebozoa;Centrohelida;Heterophryidae	Heterophryidae	family
Eukaryota;Amorphea;Amoebozoa;Centrohelida;M1-18D08	M1-18D08	family
Eukaryota;Amorphea;Amoebozoa;Dictyostelia	Dictyostelia	phylum
Eukaryota;Amorphea;Amoebozoa;Dictyostelia;Acytostelium	Acytostelium	genus
Eukaryota;Amorphea;Amoebozoa;Dictyostelia;Dictyostelium	Dictyostelium	genus
Eukaryota;Amorphea;Amoebozoa;Dictyostelia;Polysphondylium	Polysphondylium	genus
Eukaryota;Amorphea;Amoebozoa;Discosea	Discosea	class
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia	Flabellinia	subclass
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Dactylopodida	Dactylopodida	order
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Angulamoeba	Angulamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Korotnevella	Korotnevella	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Neoparamoeba	Neoparamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Paramoeba	Paramoeba	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Dactylopodida;Pseudoparamoeba	Pseudoparamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Stygamoebida	Stygamoebida	order
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Stygamoebida;Vermistella	Vermistella	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Vannellida	Vannellida	order
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Vannellida;BIO10-D10	BIO10-D10	family
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Vannellida;Platyamoeba	Platyamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Vannellida;Protosteliopsis	Protosteliopsis	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Vannellida;uncultured	uncultured	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Flabellinia;Vannellida;Vannella	Vannella	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Longamoebia	Longamoebia	subclass
Eukaryota;Amorphea;Amoebozoa;Discosea;Longamoebia;Centramoebida	Centramoebida	order
Eukaryota;Amorphea;Amoebozoa;Discosea;Longamoebia;Centramoebida;Acanthamoeba	Acanthamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthia	Balamuthia	genus
Eukaryota;Amorphea;Amoebozoa;Fractovitelliida	Fractovitelliida	phylum
Eukaryota;Amorphea;Amoebozoa;Fractovitelliida;Soliformovum	Soliformovum	genus
Eukaryota;Amorphea;Amoebozoa;Gracilipodida	Gracilipodida	phylum
Eukaryota;Amorphea;Amoebozoa;Gracilipodida;Filamoeba	Filamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Gracilipodida;Flamella	Flamella	genus
Eukaryota;Amorphea;Amoebozoa;Gracilipodida;LEMD267	LEMD267	class
Eukaryota;Amorphea;Amoebozoa;Gracilipodida;Telaepolella	Telaepolella	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis	Incertae Sedis	superphylum
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Apusomonadidae	Apusomonadidae	phylum
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Apusomonadidae;Amastigomonas	Amastigomonas	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Apusomonadidae;Apusomonas	Apusomonas	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Apusomonadidae;Multimonas	Multimonas	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Arboramoeba	Arboramoeba	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Breviatea	Breviatea	phylum
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Breviatea;Breviata	Breviata	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Breviatea;NAMAKO-2	NAMAKO-2	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Breviatea;Subulatomonas	Subulatomonas	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Dictyamoeba	Dictyamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Ischnamoeba	Ischnamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Incertae Sedis;Rigifilida	Rigifilida	phylum
Eukaryota;Amorphea;Amoebozoa;Mycamoeba	Mycamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria	Myxogastria	phylum
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Badhamia	Badhamia	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Comatricha	Comatricha	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Didymium	Didymium	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Fuligo	Fuligo	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Lamproderma	Lamproderma	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Lepidoderma	Lepidoderma	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Meriderma	Meriderma	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Physarum	Physarum	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Protophysarum	Protophysarum	genus
Eukaryota;Amorphea;Amoebozoa;Myxogastria;Stemonitis	Stemonitis	genus
Eukaryota;Amorphea;Amoebozoa;Protosporangiida	Protosporangiida	phylum
Eukaryota;Amorphea;Amoebozoa;Protosporangiida;Protosporangiidae	Protosporangiidae	class
Eukaryota;Amorphea;Amoebozoa;Protosporangiida;Protosporangiidae;Protosporangium	Protosporangium	genus
Eukaryota;Amorphea;Amoebozoa;Protosteliida	Protosteliida	phylum
Eukaryota;Amorphea;Amoebozoa;Protosteliida;Planoprotostelium	Planoprotostelium	genus
Eukaryota;Amorphea;Amoebozoa;Protosteliida;Protostelium	Protostelium	genus
Eukaryota;Amorphea;Amoebozoa;SAR	SAR	phylum
Eukaryota;Amorphea;Amoebozoa;SAR;Stramenopiles	Stramenopiles	subphylum
Eukaryota;Amorphea;Amoebozoa;SAR;Stramenopiles;Labyrinthulomycetes	Labyrinthulomycetes	class
Eukaryota;Amorphea;Amoebozoa;SAR;Stramenopiles;Labyrinthulomycetes;Sorodiplophrys	Sorodiplophrys	genus
Eukaryota;Amorphea;Amoebozoa;Schizoplasmodiida	Schizoplasmodiida	phylum
Eukaryota;Amorphea;Amoebozoa;Schizoplasmodiida;Phalansterium	Phalansterium	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea	Tubulinea	class
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Arcellinida	Arcellinida	subclass
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Arcellinida;Arcellina	Arcellina	family
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Arcellinida;Arcellina;Arcella	Arcella	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Arcellinida;Echinamoebida	Echinamoebida	order
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Arcellinida;Echinamoebida;Echinamoeba	Echinamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Arcellinida;Echinamoebida;Vermamoeba	Vermamoeba	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Arcellinida;Phryganellina	Phryganellina	family
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Arcellinida;Phryganellina;Cryptodifflugia	Cryptodifflugia	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Euamoebida	Euamoebida	subclass
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Euamoebida;BOLA868	BOLA868	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Euamoebida;Copromyxa	Copromyxa	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Euamoebida;Hartmannella	Hartmannella	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Euamoebida;Ptolemeba	Ptolemeba	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Leptomyxida	Leptomyxida	subclass
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Leptomyxida;Flabellula	Flabellula	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Leptomyxida;Leptomyxa	Leptomyxa	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Leptomyxida;NETC3-I	NETC3-I	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Leptomyxida;Paraflabellula	Paraflabellula	genus
Eukaryota;Amorphea;Amoebozoa;Tubulinea;Leptomyxida;Rhizamoeba	Rhizamoeba	genus
Eukaryota;Amorphea;Amoebozoa;uncultured	uncultured	phylum
Eukaryota;Amorphea;Obazoa	Obazoa	major_clade
Eukaryota;Amorphea;Obazoa;Opisthokonta	Opisthokonta	major_clade
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa	Holozoa	superkingdom
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa	Choanozoa	major_clade
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata	Choanoflagellata	superclass
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida	Choanoflagellida	class
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida	Acanthoecida	subclass
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Acanthoecidae	Acanthoecidae	family
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Acanthoecidae;FV23-1A4	FV23-1A4	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Acanthoecidae;Pleurasiga	Pleurasiga	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Stephanoecidae	Stephanoecidae	family
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Stephanoecidae;Bicosta	Bicosta	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Stephanoecidae;Calliacantha	Calliacantha	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Stephanoecidae;Diaphanoeca	Diaphanoeca	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Stephanoecidae;Marine Choanoflagellates 1	Marine Choanoflagellates 1	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Stephanoecidae;Marine Choanoflagellates 2	Marine Choanoflagellates 2	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Acanthoecida;Stephanoecidae;Stephanoeca	Stephanoeca	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Clade L	Clade L	subclass
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida	Craspedida	subclass
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Codonosigidae	Codonosigidae	order
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Codonosigidae;Codosiga	Codosiga	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Codonosigidae;Monosiga	Monosiga	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Codonosigidae;Sphaeroeca	Sphaeroeca	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Codosigidae	Codosigidae	order
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Codosigidae;Freshwater Choanoflagellates 1	Freshwater Choanoflagellates 1	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Codosigidae;Lagenoeca	Lagenoeca	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Salpingoecidae	Salpingoecidae	family
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Salpingoecidae;Freshwater Choanoflagellates 2	Freshwater Choanoflagellates 2	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Salpingoecidae;Hartaetosiga	Hartaetosiga	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;Salpingoecidae;Salpingoeca	Salpingoeca	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Choanoflagellida;Craspedida;uncultured	uncultured	order
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales	Eccrinales	order
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Alacrinella	Alacrinella	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Arundinula	Arundinula	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Astreptonema	Astreptonema	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Eccrinidus	Eccrinidus	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Enterobryus	Enterobryus	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Enteromyces	Enteromyces	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Enteropogon	Enteropogon	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Leidyomyces	Leidyomyces	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Palavascia	Palavascia	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Parataeniella	Parataeniella	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Eccrinales;Taeniella	Taeniella	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Filasterea	Filasterea	class
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Filasterea;Ministeriida	Ministeriida	order
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Filasterea;Ministeriida;Capsasporidae	Capsasporidae	family
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Filasterea;Ministeriida;Capsasporidae;AT4-11	AT4-11	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Filasterea;Ministeriida;Capsasporidae;Marine Group	Marine Group	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Ichthyosporea	Ichthyosporea	class
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Ichthyosporea;Dermocystida	Dermocystida	subclass
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Ichthyosporea;Dermocystida;Rhinosporideacae	Rhinosporideacae	order
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Ichthyosporea;Dermocystida;Rhinosporideacae;Dermocystidium	Dermocystidium	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Ichthyosporea;Ichthyophonae	Ichthyophonae	subclass
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Ichthyosporea;Ichthyophonae;Abeoformidae	Abeoformidae	order
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Ichthyosporea;Ichthyophonae;Abeoformidae;Abeoforma	Abeoforma	genus
Eukaryota;Amorphea;Obazoa;Opisthokonta;Holozoa;Choanozoa;Choanoflagellata;Ichthyosporea;Ichthyophonae;Abeoformidae;Marine Ichthyosporeans 1	Marine Ichthyosporeans 1	genus
